0,0
60,0.5
112,0.5714285714285714
174,0.7142857142857143
239,0.6666666666666666
304,0.4
317,1.0
341,0.7142857142857143
700,0.7
729,0.42857142857142855
806,0.2222222222222222
928,1.0
931,0.4
967,0.4
1057,0.2
1147,1.0
1188,0.6
1224,0.7142857142857143
1301,0.5
1450,0.7142857142857143
1488,0.7777777777777778
1540,0.5
1603,0.3333333333333333
1683,0.8888888888888888
1705,0.2222222222222222
1765,0.4
1873,0.7142857142857143
1920,0.3333333333333333
2069,0.3333333333333333
2140,0.4
2168,1.0
2234,0.6666666666666666
2346,0.5
2370,0
